NON_ANALYSIS</l>          DUE_TO_LT_PROC_HANG</r></p></e>
NON_ANALYSIS</l>          DUE_TO_LT_PROC_HANG</r></p></e>
NON_ANALYSIS</l>          DUE_TO_LT_PROC_HANG</r></p></e>
antingen	cnjadv	enten	cnjcoo
att	cnjsub	at	cnjsub
att	cnjsub	å	part
att	cnjsub	til_å	cnjsub
både	cnjcoo	både	cnjcoo
där	cnjsub	hvor	cnjsub
då	cnjadv	da	cnjsub
då	cnjsub	da	cnjsub
sedan	cnjsub	siden	cnjsub
eftersom	cnjsub	ettersom	cnjsub
eftersom	cnjsub	fordi	cnjsub
eftersom	cnjsub	siden	cnjsub
eller	cnjcoo	eller	cnjcoo
emedan	cnjsub	fordi	cnjsub
fast	cnjcoo	men	cnjcoo
fast	cnjsub	selv_om	cnjsub
fastän	cnjsub	selv_om	cnjsub
för_att	cnjsub	for_å	cnjsub
ifall	cnjsub	hvis	cnjsub
medan	cnjadv	mens	cnjsub
men	cnjcoo	men	cnjcoo
när	cnjadv	når	cnjsub
och	cnjcoo	og	cnjcoo
om	cnjadv	om	cnjsub
samt	cnjcoo	samt	cnjcoo
som	cnjsub	som	cnjsub
så	cnjsub	så	cnjsub
till	cnjadv	til	cnjsub
ty	cnjsub	fordi	cnjsub
förrän	cnjsub	før	cnjsub
förrän	cnjsub	til	cnjsub
varken	cnjcoo	hverken	cnjcoo
varken	cnjcoo	verken	cnjcoo
även_om	cnjadv	selv_om	cnjsub
angående	pr	angående	pr
att	pr	å	pr
av	pr	av	pr
bakom	pr	bakenfor	pr
bland	pr	blant	pr
bland	pr	deriblant	pr
bland	pr	iblant	pr
bland	pr	inniblant	pr
ca.	pr	ca.	pr
ca	pr	ca	pr
efter	pr	bortenfor	pr
efter	pr	bortetter	pr
efter	pr	efter	pr
efter	pr	efterpå	pr
efter	pr	etter	pr
efter	pr	etterpå	pr
emellan	pr	imellom	pr
emot	pr	bortimot	pr
emot	pr	imot	pr
emot	pr	opp_imot	pr
emot	pr	oppimot	pr
enligt	pr	ifølge	pr
fig.	pr	fig.	pr
fig	pr	fig	pr
framför	pr	foran	pr
från	pr	fra	pr
från	pr	frå	pr
från	pr	ifra	pr
från	pr	ifrå	pr
från	pr	unna	pr
för	pr	for	pr
före	pr	før	pr
förutom	pr	unntagen	pr
förutom	pr	unntatt	pr
genom	pr	bortgjennom	pr
genom	pr	fremgjennom	pr
genom	pr	gjennom	pr
hos	pr	hjå	pr
hos	pr	hos	pr
i	pr	borti	pr
i	pr	i	pr
ifrån	pr	fra	pr
ifrån	pr	frå	pr
ifrån	pr	ifra	pr
ifrån	pr	ifrå	pr
ifrån	pr	unna	pr
igenom	pr	bortigjennom	pr
igenom	pr	gjennom	pr
igenom	pr	oppigjennom	pr
inför	pr	foran	pr
inför	pr	framføre	pr
inför	pr	frammenfor	pr
inför	pr	framom	pr
inför	pr	fremmenfor	pr
inför	pr	fremom	pr
inför	pr	føre	pr
innan	pr	innen	pr
innanför	pr	innenfor	pr
inom	pr	innenfor	pr
inuti	pr	inne_i	pr
kring	pr	ikring	pr
kring	pr	kring	pr
kring	pr	kringom	pr
kring	pr	omkring	pr
längs	pr	fremetter	pr
längs	pr	langs	pr
längs	pr	langsetter	pr
med	pr	med	pr
mellan	pr	mellom	pr
mot	pr	mot	pr
mot	pr	åt	pr
nr.	pr	nr.	pr
nr	pr	nr	pr
nära	pr	nær	pr
nära	pr	nærme	pr
om	pr	om	pr
omkring	pr	ikring	pr
omkring	pr	kring	pr
omkring	pr	kringom	pr
omkring	pr	omkring	pr
ovanför	pr	overfor	pr
ovanpå	pr	ovapå	pr
ovanpå	pr	ovenpå	pr
per	pr	per	pr
pga.	pr	pga.	pr
pga	pr	pga	pr
på_grund_av	pr	på_grunn_av	pr
på	pr	frempå	pr
på	pr	på	pr
som	pr	som	pr
till	pr	fremtil	pr
till	pr	som	pr
till	pr	til	pr
tills	pr	inntil	pr
trots	pr	etter	pr
under	pr	bortunder	pr
under	pr	fremunder	pr
under	pr	under	pr
upp_till	pr	opp_til	pr
upp_till	pr	opptil	pr
uppe_i	pr	oppe_på	pr
ur	pr	fra	pr
ur	pr	ut_av	pr
ur	pr	utav	pr
ut	pr	ut	pr
utan	pr	omfram	pr
utan	pr	omframt	pr
utan	pr	uten	pr
utan	pr	uten	pr
utanför	pr	utenfor	pr
utanför	pr	utom	pr
utanför	pr	utomhus	pr
utom	pr	utom	pr
utöver	pr	utover	pr
via	pr	via	pr
vid	pr	attmed	pr
vid	pr	bortmed	pr
vid	pr	borttil	pr
vid	pr	bortved	pr
vid	pr	fremved	pr
vid	pr	innmed	pr
vid	pr	ved	pr
åt	pr	fremtil	pr
åt	pr	som	pr
åt	pr	til	pr
över	pr	over	pr
jag	prn	jeg	prn
du	prn	du	prn
hon	prn	hun	prn
han	prn	han	prn
hen	prn	hen	prn
den	prn	den	prn
den	prn	den	prn
vi	prn	vi	prn
ni	prn	dere	prn
de	prn	de	prn
De	prn	De	prn
sig	prn	seg	prn
man	prn	man	prn
varandra	prn	hverandre	prn
varann	prn	hverandre	prn
allihop	prn	alle_sammen	prn
alltihop	prn	alt_sammen	prn
allting	prn	allting	prn
bägge	prn	begge	prn
båda	prn	begge	prn
vad	prn	hva	prn
